,label
protein-46427,1
protein-63213,0
protein-20545,0
protein-24583,1
protein-53876,0
protein-38719,1
protein-23286,0
protein-37753,0
protein-62649,1
protein-53087,0
protein-8614,1
protein-42581,0
protein-51178,0
protein-61709,1
protein-27435,1
protein-51890,1
protein-24734,0
protein-7183,1
protein-59359,0
protein-17480,0
protein-59054,1
protein-24361,1
protein-18398,1
protein-64048,0
protein-9070,1
protein-1423,1
protein-48019,0
protein-7174,1
protein-8376,1
protein-47911,0
protein-19733,0
protein-48199,0
protein-730,0
protein-21027,1
protein-31155,1
protein-59768,1
protein-19621,0
protein-21103,1
protein-8782,1
protein-25141,1
protein-52626,1
protein-13545,1
protein-56925,1
protein-49114,0
protein-16040,1
protein-45400,1
protein-61723,1
protein-59304,1
protein-52379,0
protein-55988,1
protein-55808,0
protein-20742,1
protein-53778,1
protein-40715,1
protein-12523,1
protein-48033,0
protein-40328,0
protein-56226,1
protein-57690,0
protein-21359,1
protein-47629,0
protein-26139,1
protein-6703,1
protein-30631,0
protein-47135,0
protein-62244,1
protein-63086,0
protein-43329,0
protein-5119,0
protein-8009,1
protein-11717,1
protein-35156,0
protein-52698,0
protein-21571,1
protein-3009,0
protein-20513,0
protein-6770,1
protein-64466,1
protein-5224,0
protein-13729,1
protein-41562,1
protein-3057,0
protein-18088,0
protein-49508,0
protein-22250,0
protein-60086,0
protein-7636,1
protein-42867,0
protein-29974,1
protein-38626,1
protein-25198,0
protein-53049,1
protein-29461,1
protein-1792,0
protein-50599,0
protein-59163,1
protein-40655,0
protein-31455,1
protein-57845,0
protein-45589,1
protein-50010,0
protein-47167,0
protein-7028,1
protein-22187,0
protein-45647,1
protein-61060,1
protein-22915,1
protein-48911,0
protein-48100,0
protein-20517,0
protein-42910,0
protein-12148,1
protein-24509,0
protein-29113,0
protein-31961,0
protein-3941,1
protein-45246,1
protein-4670,1
protein-17225,0
protein-54581,1
protein-781,1
protein-23229,0
protein-23576,0
protein-43970,1
protein-38129,1
protein-14130,1
protein-62485,1
protein-17278,0
protein-1335,0
protein-34252,1
protein-52029,1
protein-10050,0
protein-42105,1
protein-61214,0
protein-43683,0
protein-41706,1
protein-40471,0
protein-49600,0
protein-30369,0
protein-13153,1
protein-43412,0
protein-41499,0
protein-50298,1
protein-29189,1
protein-31889,1
protein-8583,1
protein-46205,1
protein-29919,1
protein-53169,0
protein-5147,0
protein-52705,0
protein-21392,0
protein-39357,1
protein-23586,0
protein-56195,1
protein-61466,1
protein-63258,0
protein-12497,1
protein-11063,0
protein-5568,0
protein-13803,1
protein-21288,1
protein-56784,1
protein-3875,0
protein-854,1
protein-682,0
protein-16840,1
protein-15539,1
protein-59560,1
protein-52918,0
protein-38311,1
protein-42807,0
protein-62460,1
protein-24881,1
protein-26043,1
protein-9390,0
protein-49660,0
protein-43961,1
protein-18006,0
protein-35301,0
protein-12585,1
protein-57630,0
protein-25080,1
protein-53011,0
protein-60132,0
protein-7181,1
protein-29848,1
protein-35946,0
protein-40684,0
protein-13296,1
protein-32653,1
protein-45154,1
protein-35728,0
protein-2689,0
protein-62196,1
protein-8280,1
protein-3503,0
protein-33662,0
protein-49907,0
protein-38230,1
protein-45472,1
protein-7768,1
protein-60777,1
protein-41612,1
protein-4767,0
protein-60634,0
protein-61579,1
protein-38345,1
protein-59433,0
protein-21995,0
protein-16430,0
protein-25156,1
protein-10306,1
protein-43446,0
protein-43565,0
protein-38776,1
protein-40421,0
protein-14939,0
protein-42718,1
protein-16378,0
protein-18170,0
protein-29745,1
protein-5174,0
protein-15633,1
protein-47652,0
protein-42896,0
protein-34425,1
protein-14553,0
protein-25813,1
protein-8036,1
protein-36426,0
protein-60780,1
protein-4936,0
protein-40760,0
protein-63384,0
protein-40218,1
protein-25679,1
protein-34730,1
protein-45661,1
protein-6657,1
protein-14645,0
protein-18146,0
protein-62710,1
protein-254,0
protein-4414,0
protein-41451,0
protein-62337,0
protein-11635,1
protein-38321,1
protein-40953,0
protein-38901,1
protein-17316,0
protein-24262,0
protein-42338,0
protein-29767,1
protein-18330,1
protein-43100,0
protein-29146,0
protein-6920,1
protein-63353,0
protein-46796,1
protein-25671,1
protein-2060,0
protein-25867,1
protein-27843,1
protein-41113,0
protein-61900,1
protein-12354,1
protein-31163,1
protein-51393,1
protein-47733,0
protein-23294,0
protein-62277,0
protein-43491,0
protein-43805,0
protein-5550,0
protein-7846,1
protein-3830,0
protein-49228,0
protein-18551,1
protein-53661,1
protein-59522,1
protein-58911,1
protein-39608,1
protein-21339,1
protein-52511,1
protein-53266,1
protein-840,1
protein-30185,0
protein-21611,0
protein-39666,0
protein-44632,1
protein-59158,1
protein-48380,0
protein-8531,1
protein-41110,0
protein-1857,1
protein-56225,1
protein-48679,1
protein-475,0
protein-55554,1
protein-32910,0
protein-12623,1
protein-56292,1
protein-12323,1
protein-38155,1
protein-31383,1
protein-35353,0
protein-10641,1
protein-34430,1
protein-37736,0
protein-9170,1
protein-62423,0
protein-14006,0
protein-23192,0
protein-17129,0
protein-20441,1
protein-51463,1
protein-48501,0
protein-62024,0
protein-3777,0
protein-37913,0
protein-4447,0
protein-36113,0
protein-5071,0
protein-60595,0
protein-29984,1
protein-44973,1
protein-2727,0
protein-24458,0
protein-33132,0
protein-20249,1
protein-46722,1
protein-3900,0
protein-39393,1
protein-51990,1
protein-11235,0
protein-63493,0
protein-53304,1
protein-55321,1
protein-60471,1
protein-48597,1
protein-23723,0
protein-62587,1
protein-11752,1
protein-32968,0
protein-59116,1
protein-42657,0
protein-3525,0
protein-2342,1
protein-23498,0
protein-8405,1
protein-15715,1
protein-61653,1
protein-29503,1
protein-11307,0
protein-10093,0
protein-63485,0
protein-45084,1
protein-49194,0
protein-64515,0
protein-14010,0
protein-26351,1
protein-41373,0
protein-12115,1
protein-53084,0
protein-14805,0
protein-53127,0
protein-3873,0
protein-41580,1
protein-46980,0
protein-32117,0
protein-57165,1
protein-50573,0
protein-5875,1
protein-56376,1
protein-51433,1
protein-61415,1
protein-13060,1
protein-45694,1
protein-17732,0
protein-10011,0
protein-52809,1
protein-18829,0
protein-36400,0
protein-20039,0
protein-18968,0
protein-53320,1
protein-24142,0
protein-55786,0
protein-54867,1
protein-53920,0
protein-42424,1
protein-56036,0
protein-30351,0
protein-57895,0
protein-41316,1
protein-44311,0
protein-15111,1
protein-53453,1
protein-34265,1
protein-19821,1
protein-37198,1
protein-21649,1
protein-829,1
protein-14265,1
protein-36258,0
protein-28846,1
protein-60939,1
protein-36178,0
protein-7341,0
protein-9843,0
protein-5786,0
protein-28499,1
protein-4130,0
protein-54431,1
protein-34555,1
protein-46073,1
protein-43070,0
protein-3078,1
protein-20788,0
protein-31034,1
protein-61606,1
protein-59416,0
protein-8507,1
protein-39503,0
protein-10173,0
protein-7134,1
protein-42687,1
protein-50210,1
protein-45340,1
protein-38906,1
protein-62384,1
protein-42840,0
protein-13580,1
protein-57740,0
protein-48497,0
protein-25768,1
protein-37304,1
protein-30511,1
protein-31700,1
protein-34203,0
protein-53652,1
protein-7498,1
protein-60182,0
protein-14859,0
protein-52841,1
protein-45775,1
protein-40435,0
protein-43489,0
protein-24782,0
protein-49466,0
protein-24756,0
protein-15388,1
protein-4544,1
protein-14927,0
protein-34310,1
protein-20480,0
protein-16760,0
protein-483,0
protein-44715,1
protein-53906,0
protein-9549,0
protein-463,0
protein-36276,0
protein-36455,1
protein-60588,0
protein-53298,1
protein-40924,0
protein-5229,0
protein-2626,1
protein-20087,0
protein-21930,1
protein-23456,0
protein-25416,1
protein-53245,1
protein-53868,0
protein-23221,0
protein-19413,0
protein-62979,1
protein-16003,1
protein-59187,1
protein-48873,0
protein-14344,0
protein-5733,0
protein-42899,0
protein-42647,0
protein-4860,0
protein-20511,0
protein-20697,0
protein-33043,0
protein-36096,0
protein-37344,1
protein-35219,0
protein-37367,1
protein-3426,0
protein-50484,0
protein-7683,1
protein-29861,1
protein-22823,1
protein-10281,0
protein-61444,1
protein-3733,0
protein-43899,0
protein-7417,0
protein-31611,1
protein-44171,0
protein-28307,1
protein-4895,0
protein-48238,0
protein-20006,0
protein-27818,1
protein-7706,1
protein-22182,0
protein-51733,1
protein-8297,1
protein-44727,1
protein-18454,1
protein-24552,1
protein-25048,1
protein-20154,0
protein-63910,0
protein-56213,1
protein-58287,0
protein-10631,1
protein-15760,1
protein-26892,1
protein-61054,1
protein-49925,0
protein-12499,1
protein-42756,1
protein-53470,0
protein-17081,0
protein-43129,0
protein-33020,0
protein-18957,0
protein-22970,1
protein-64490,1
protein-6212,0
protein-38356,1
protein-6134,1
protein-12910,1
protein-62388,1
protein-50803,1
protein-29043,1
protein-48931,0
protein-44357,1
protein-54403,1
protein-9999,0
protein-26411,1
protein-50630,0
protein-3004,0
protein-47533,0
protein-53425,1
protein-5032,0
protein-22035,0
protein-32080,0
protein-44834,1
protein-2325,1
protein-53,0
protein-28340,1
protein-46930,0
protein-61401,1
protein-19485,0
protein-2248,0
protein-55745,0
protein-1642,0
protein-61319,1
protein-16236,0
protein-17993,0
protein-55722,1
protein-39353,1
protein-38383,1
protein-11807,1
protein-24829,0
protein-23012,1
protein-64279,1
protein-59841,0
protein-16956,1
protein-9463,0
protein-39209,1
protein-45147,1
protein-21857,0
protein-17472,0
protein-43208,0
protein-11193,0
protein-57190,1
protein-46326,1
protein-38640,1
protein-64324,0
protein-28462,1
protein-33212,0
protein-34301,1
protein-50620,0
protein-52382,0
protein-18439,1
protein-25000,0
protein-17968,0
protein-64101,0
protein-54795,0
protein-57774,0
protein-42280,0
protein-24877,1
protein-9632,0
protein-12937,1
protein-61808,1
protein-20037,0
protein-61888,1
protein-32997,0
protein-54641,1
protein-43825,0
protein-28598,1
protein-3100,1
protein-1633,0
protein-7144,1
protein-51098,1
protein-47864,0
protein-42445,1
protein-3223,0
protein-22946,1
protein-32714,0
protein-54407,1
protein-33834,0
protein-3860,0
protein-42127,1
protein-26703,1
protein-46400,1
protein-7413,0
protein-11049,1
protein-53812,0
protein-34757,1
protein-24889,1
protein-64062,0
protein-32490,1
protein-57090,1
protein-45765,1
protein-31142,1
protein-2142,0
protein-50454,0
protein-56695,0
protein-22473,1
protein-53034,1
protein-7252,1
protein-48790,1
protein-429,0
protein-1491,0
protein-45485,1
protein-40981,0
protein-30459,0
protein-8249,1
protein-25844,1
protein-31937,0
protein-54416,1
protein-12144,1
protein-56939,1
protein-29515,1
protein-10277,0
protein-24578,1
protein-31524,1
protein-43735,0
protein-61398,1
protein-22346,1
protein-22446,1
protein-38805,1
protein-2323,1
protein-24494,0
protein-30649,0
protein-20871,0
protein-2236,0
protein-11405,1
protein-772,0
protein-31948,0
protein-13677,1
protein-27311,1
protein-43181,0
protein-32555,1
protein-7515,1
protein-56635,0
protein-48743,1
protein-39752,0
protein-61326,1
protein-6976,1
protein-25870,1
protein-11251,0
protein-13127,1
protein-13421,1
protein-12472,1
protein-16518,0
protein-61216,0
protein-45525,1
protein-26497,0
protein-5138,0
protein-56026,0
protein-36768,0
protein-6917,1
protein-25218,0
protein-40477,0
protein-18586,0
protein-61485,1
protein-26780,0
protein-9661,0
protein-43322,0
protein-57986,0
protein-29498,1
protein-23942,1
protein-20959,1
protein-12594,1
protein-7452,0
protein-28261,1
protein-3594,0
protein-17221,0
protein-54043,0
protein-15983,0
protein-6523,1
protein-17397,0
protein-3804,0
protein-46544,1
protein-18601,0
protein-22880,1
protein-36107,0
protein-14321,0
protein-2102,0
protein-44737,1
protein-30104,0
protein-34895,1
protein-33305,0
protein-58959,1
protein-13374,1
protein-17868,0
protein-56162,0
protein-7360,0
protein-34546,1
protein-48697,1
protein-43519,0
protein-249,0
protein-29982,1
protein-42655,0
protein-9036,1
protein-31495,1
protein-62927,1
protein-62374,0
protein-690,0
protein-64458,1
protein-13743,1
protein-6949,1
protein-23379,0
protein-40236,0
protein-58631,0
protein-37513,0
protein-21094,1
protein-16529,0
protein-39202,1
protein-39999,1
protein-6485,1
protein-18608,0
protein-13884,1
protein-42741,1
protein-47937,0
protein-625,1
protein-6484,1
protein-44425,1
protein-62755,1
protein-43438,0
protein-51240,0
protein-8926,1
protein-62041,0
protein-40620,0
protein-26100,1
protein-9925,0
protein-48043,0
protein-16126,1
protein-46823,1
protein-21667,1
protein-6426,1
protein-28098,1
protein-33553,0
protein-15558,1
protein-38498,1
protein-21648,1
protein-37637,0
protein-56859,1
protein-21271,1
protein-34292,1
protein-18054,0
protein-44587,1
protein-58360,0
protein-31909,1
protein-32642,1
protein-33178,0
protein-19479,0
protein-3074,1
protein-48300,0
protein-56826,1
protein-23767,1
protein-6593,1
protein-62125,1
protein-38407,1
protein-21328,1
protein-59959,0
protein-20665,1
protein-5772,0
protein-2991,0
protein-18556,1
protein-32775,0
protein-49309,0
protein-10022,0
protein-28704,1
protein-42034,1
protein-1054,0
protein-62616,1
protein-44331,1
protein-20280,1
protein-6101,1
protein-3496,0
protein-44245,0
protein-33779,0
protein-44578,1
protein-46963,0
protein-34704,1
protein-9986,0
protein-54497,0
protein-48030,0
protein-30818,0
protein-63615,0
protein-48351,0
protein-57198,1
protein-62567,1
protein-2213,0
protein-5429,0
protein-14776,0
protein-3180,1
protein-50357,1
protein-31734,1
protein-33256,0
protein-36144,0
protein-24139,0
protein-53935,0
protein-64405,0
protein-27086,1
protein-37134,1
protein-30225,1
protein-22048,0
protein-16884,1
protein-20960,1
protein-61736,1
protein-26795,0
protein-7542,1
protein-18594,0
protein-46758,1
protein-20201,1
protein-25807,1
protein-6424,1
protein-22306,1
protein-7221,1
protein-55330,1
protein-40117,1
protein-8116,1
protein-6035,1
protein-57435,1
protein-10575,0
protein-50725,1
protein-1749,0
protein-49187,0
protein-6329,0
protein-46867,0
protein-29066,1
protein-46361,1
protein-2550,0
protein-24196,0
protein-55608,0
protein-35495,0
protein-40603,0
protein-58996,1
protein-16395,0
protein-6574,1
protein-23776,1
protein-16426,0
protein-23030,1
protein-55844,0
protein-62762,1
protein-27601,1
protein-24384,1
protein-60426,1
protein-59939,1
protein-25488,1
protein-57729,0
protein-53489,0
protein-14284,1
protein-36773,0
protein-6562,1
protein-30136,0
protein-2993,0
protein-40987,0
protein-17965,0
protein-38885,1
protein-17214,0
protein-37371,1
protein-2329,1
protein-35395,0
protein-7299,1
protein-38444,1
protein-2211,0
protein-64196,0
protein-45561,1
protein-42971,0
protein-58574,1
protein-22228,0
protein-455,0
protein-59367,0
protein-39278,1
protein-12458,1
protein-32213,0
protein-64326,0
protein-9554,0
protein-42383,1
protein-15909,1
protein-54792,0
protein-61782,1
protein-24622,1
protein-62280,0
protein-17056,0
protein-44665,1
protein-35552,0
protein-41512,0
protein-35214,0
protein-1591,0
protein-63326,1
protein-52296,0
protein-28654,1
protein-37914,0
protein-17433,0
protein-16619,1
protein-1323,0
protein-58564,1
protein-23201,0
protein-64590,0
protein-8318,1
protein-17864,0
protein-15728,1
protein-45493,1
protein-57534,1
protein-12859,1
protein-51254,0
protein-35024,1
protein-885,0
protein-24689,0
protein-11703,1
protein-15714,1
protein-39921,0
protein-9421,0
protein-42522,1
protein-43644,0
protein-22791,1
protein-24923,0
protein-16681,1
protein-47904,0
protein-23002,1
protein-60734,1
protein-55019,0
protein-51623,0
protein-38194,1
protein-59094,1
protein-23900,1
protein-2500,0
protein-51218,0
protein-51636,0
protein-3289,0
protein-55971,1
protein-49830,0
protein-39412,1
protein-26025,1
protein-25311,0
protein-33304,0
protein-51987,1
protein-14544,0
protein-37127,1
protein-27347,1
protein-21470,1
protein-53394,1
protein-58846,1
protein-60728,1
protein-6931,1
protein-2781,0
protein-41333,1
protein-25541,1
protein-40501,0
protein-22906,1
protein-53549,0
protein-9893,0
protein-57332,1
protein-15960,1
protein-33712,0
protein-45474,1
protein-41414,0
protein-13302,1
protein-8778,1
protein-36593,1
protein-46896,0
protein-63080,0
protein-27228,1
protein-59409,0
protein-35645,1
protein-62933,1
protein-9790,0
protein-8232,1
protein-19589,0
protein-29543,0
protein-47696,0
protein-63533,0
protein-23701,0
protein-56479,1
protein-29327,1
protein-12682,1
protein-11097,0
protein-61568,1
protein-286,0
protein-17487,0
protein-43917,0
protein-63290,1
protein-25896,1
protein-50196,1
protein-36234,0
protein-34243,1
protein-50667,0
protein-17976,0
protein-19439,0
protein-18554,1
protein-2529,0
protein-36478,1
protein-19350,0
protein-48705,1
protein-30377,0
protein-56098,0
protein-17905,0
protein-55800,0
protein-27705,1
protein-12800,1
protein-18489,0
protein-26006,1
protein-30770,0
protein-62133,1
protein-47473,0
protein-30019,1
protein-53263,1
protein-17456,0
protein-55274,1
protein-10927,1
protein-2606,1
protein-39944,0
protein-35574,1
protein-26134,1
protein-3616,0
protein-32972,0
protein-47151,0
protein-26483,0
protein-38756,1
protein-19081,0
protein-51726,1
protein-38423,1
protein-55909,0
protein-4365,0
protein-63969,0
protein-22936,1
protein-57323,1
protein-32913,0
protein-37995,0
protein-11519,1
protein-49807,0
protein-46445,1
protein-25293,0
protein-28176,1
protein-42644,0
protein-6693,1
protein-57699,0
protein-6542,1
protein-35624,1
protein-53401,1
protein-13506,1
protein-24482,0
protein-34245,1
protein-10905,1
protein-21198,1
protein-36874,0
protein-16223,0
protein-53237,1
protein-32365,1
protein-9671,0
protein-63616,0
protein-9956,0
protein-36550,1
protein-64385,0
protein-38153,1
protein-37417,1
protein-48511,0
protein-63785,0
protein-28238,1
protein-37210,1
protein-1711,1
protein-17125,0
protein-29480,1
protein-17560,0
protein-20291,1
protein-1228,0
protein-30358,0
protein-38849,1
protein-63660,0
protein-9688,0
protein-44194,0
protein-5315,0
protein-13025,1
protein-13502,1
protein-3438,0
protein-36392,0
protein-12609,1
protein-47122,0
protein-52268,0
protein-19760,0
protein-30439,0
protein-16975,1
protein-26978,1
protein-57180,1
protein-61671,1
protein-21982,0
protein-54926,0
protein-58990,1
protein-36472,1
protein-58693,1
protein-8881,1
protein-63778,0
protein-8994,1
protein-19984,0
protein-24522,0
protein-58830,1
protein-9581,0
protein-48025,0
protein-46411,1
protein-49019,0
protein-10539,0
protein-54637,1
protein-26064,1
protein-27225,1
protein-46103,1
protein-7726,1
protein-506,0
protein-2886,1
protein-39510,0
protein-16417,0
protein-22143,0
protein-59843,0
protein-8659,1
protein-60370,1
protein-61008,1
protein-36495,1
protein-35680,0
protein-62495,1
protein-18915,0
protein-48162,0
protein-4158,0
protein-62715,1
protein-44531,1
protein-54780,0
protein-2758,0
protein-59593,1
protein-26187,1
protein-63574,0
protein-4615,1
protein-14169,1
protein-16913,1
protein-26154,1
protein-54588,1
protein-22176,0
protein-14607,0
protein-32888,0
protein-32322,1
protein-18340,1
protein-33706,0
protein-1593,0
protein-39615,1
protein-46424,1
protein-32678,1
protein-9723,0
protein-9649,0
protein-26159,1
protein-47697,0
protein-45577,1
protein-42524,1
protein-38669,1
protein-53268,1
protein-6050,1
protein-6331,0
protein-43545,0
protein-2565,0
protein-50633,0
protein-25944,1
protein-58263,0
protein-31459,1
protein-11988,1
protein-46367,1
protein-49452,0
protein-17164,0
protein-23894,1
protein-41246,1
protein-2437,0
protein-4029,0
protein-12488,1
protein-45298,1
protein-15672,1
protein-41844,1
protein-64269,1
protein-7822,1
protein-53126,0
protein-2778,0
protein-31078,1
protein-28596,1
protein-25099,1
protein-4061,1
protein-5327,0
protein-56924,1
protein-57738,0
protein-10075,0
protein-47655,0
protein-21624,1
protein-14170,1
protein-25848,1
protein-20276,1
protein-6995,1
protein-23026,1
protein-49308,0
protein-23920,1
protein-47104,0
protein-26185,1
protein-43698,0
protein-39839,0
protein-34716,1
protein-9937,0
protein-5397,0
protein-19246,0
protein-16063,1
protein-63851,0
protein-22705,1
protein-5370,0
protein-46243,1
protein-47240,1
protein-33248,0
protein-63988,0
protein-34401,1
protein-40023,1
protein-17272,0
protein-10370,1
protein-40285,0
protein-5383,0
protein-51078,1
protein-42012,1
protein-13822,1
protein-26431,0
protein-34914,1
protein-10242,0
protein-59358,0
protein-20067,0
protein-31165,1
protein-28740,1
protein-14849,0
protein-53191,0
protein-589,0
protein-20762,0
protein-48398,0
protein-16153,1
protein-50983,1
protein-14792,0
protein-30246,1
protein-41376,0
protein-10254,0
protein-33200,0
protein-21513,1
protein-54498,0
protein-46454,1
protein-13133,1
protein-25125,1
protein-5115,0
protein-26626,1
protein-63494,0
protein-21294,1
protein-57675,0
protein-2617,1
protein-48066,0
protein-6011,1
protein-60601,0
protein-56111,0
protein-40256,0
protein-3453,0
protein-37734,0
protein-21742,0
protein-28415,1
protein-14226,1
protein-64598,0
protein-26541,0
protein-63875,0
protein-11583,1
protein-4096,0
protein-14598,0
protein-53076,0
protein-32169,0
protein-45200,1
protein-43713,0
protein-48361,0
protein-13444,1
protein-7653,1
protein-40952,0
protein-16656,1
protein-34798,1
protein-24382,1
protein-24127,0
protein-19058,0
protein-16970,1
protein-5605,0
protein-12213,1
protein-22082,0
protein-11271,0
protein-44830,1
protein-32177,0
protein-56799,1
protein-3560,0
protein-6686,1
protein-56762,1
protein-43559,0
protein-12145,1
protein-45794,1
protein-34003,0
protein-56748,1
protein-63323,1
protein-12640,1
protein-49528,0
protein-48086,0
protein-44636,1
protein-17181,0
protein-11618,1
protein-45143,1
protein-15615,0
protein-8226,1
protein-45014,1
protein-16887,1
protein-47749,0
protein-38426,1
protein-4640,1
protein-1098,0
protein-18699,1
protein-12725,1
protein-57642,0
protein-33230,0
protein-47771,0
protein-23314,0
protein-25594,1
protein-7837,1
protein-33286,0
protein-34831,1
protein-58212,0
protein-45323,1
protein-25975,1
protein-24903,1
protein-28136,1
protein-29035,1
protein-34406,1
protein-55695,1
protein-38333,1
protein-50448,0
protein-53232,1
protein-19488,0
protein-22633,1
protein-62259,1
protein-27227,1
protein-40624,0
protein-28910,1
protein-41600,1
protein-21325,1
protein-55693,1
protein-24857,1
protein-5027,0
protein-60297,0
protein-49930,0
protein-52056,1
protein-42056,1
protein-44430,1
protein-49274,0
protein-35556,0
protein-37832,0
protein-3462,0
protein-45823,1
protein-15522,1
protein-53925,0
protein-43401,0
protein-2450,0
protein-38562,1
protein-32128,0
protein-57536,1
protein-5395,0
protein-62606,1
protein-3032,0
protein-55204,1
protein-9060,1
protein-34389,1
protein-3029,0
protein-43440,0
protein-42119,1
protein-45684,1
protein-3389,0
protein-2631,1
protein-22730,1
protein-29637,1
protein-12895,1
protein-28967,1
protein-38223,1
protein-46881,0
protein-8880,1
protein-4919,0
protein-125,0
protein-32138,0
protein-52581,1
protein-87,0
protein-13646,1
protein-11525,1
protein-10418,1
protein-41265,1
protein-629,1
protein-44256,0
protein-12487,1
protein-43957,1
protein-19619,0
protein-49543,0
protein-14144,1
protein-8619,1
protein-22155,0
protein-2966,0
protein-12957,1
protein-24641,0
protein-38189,1
protein-56283,1
protein-49413,0
protein-52154,0
protein-30089,0
protein-50611,0
protein-6434,1
protein-33791,0
protein-33868,0
protein-37588,0
protein-56994,1
protein-49958,0
protein-20575,1
protein-31113,1
protein-23492,0
protein-5673,0
protein-37921,0
protein-64197,0
protein-46994,0
protein-17715,0
protein-445,0
protein-270,0
protein-19459,0
protein-21213,1
protein-36266,0
protein-8740,1
protein-19940,0
protein-6753,1
protein-43903,0
protein-23880,1
protein-17836,0
protein-25814,1
protein-57916,0
protein-51500,0
protein-55449,0
protein-58491,0
protein-16766,0
protein-12605,1
protein-9076,1
protein-32110,0
protein-23679,0
protein-35966,0
protein-4149,0
protein-40237,0
protein-36430,0
protein-8787,1
protein-30949,0
protein-39469,0
protein-40520,0
protein-27646,1
protein-29876,1
protein-36987,0
protein-26933,1
protein-38860,1
protein-2021,0
protein-7402,0
protein-6205,0
protein-58826,1
protein-38658,1
protein-61204,0
protein-30491,0
protein-51316,1
protein-21136,1
protein-44995,1
protein-55344,1
protein-60514,0
protein-14159,1
protein-47874,0
protein-18576,1
protein-55156,1
protein-18727,1
protein-40718,1
protein-48629,1
protein-20721,1
protein-36634,1
protein-41988,0
protein-59542,1
protein-26921,1
protein-23746,0
protein-51264,0
protein-50796,1
protein-44205,0
protein-8480,1
protein-59913,1
protein-21780,0
protein-29084,0
protein-6861,1
protein-23146,1
protein-55090,0
protein-41858,1
protein-3956,0
protein-34909,1
protein-34803,1
protein-39447,1
protein-17842,0
protein-25456,1
protein-24994,0
protein-60980,1
protein-4816,0
protein-49678,0
protein-28074,1
protein-41034,0
protein-19275,0
protein-63064,1
protein-8920,1
protein-26011,1
protein-46237,1
protein-7361,0
protein-52054,1
protein-22576,1
protein-41302,1
protein-296,0
protein-24297,0
protein-36263,0
protein-37857,0
protein-12838,1
protein-17961,0
protein-27838,1
protein-36380,0
protein-777,0
protein-20950,1
protein-35827,0
protein-46343,1
protein-25810,1
protein-16736,0
protein-54587,1
protein-50365,1
protein-46928,0
protein-38387,1
protein-55368,1
protein-7845,1
protein-54107,1
protein-39363,1
protein-46965,0
protein-10269,0
protein-4033,0
protein-25211,0
protein-7344,0
protein-40127,1
protein-16382,0
protein-3625,0
protein-62910,1
protein-31273,1
protein-21745,0
protein-8816,1
protein-54578,1
protein-10308,1
protein-7271,1
protein-27584,1
protein-8351,1
protein-50304,1
protein-18390,1
protein-4362,0
protein-64468,1
protein-52712,0
protein-50864,1
protein-21633,1
protein-37471,0
protein-27888,1
protein-61953,0
protein-27345,1
protein-64217,0
protein-13898,1
protein-9127,1
protein-34666,1
protein-19416,0
protein-3639,0
protein-63240,0
protein-58681,1
protein-19659,0
protein-64366,0
protein-18811,0
protein-34432,1
protein-26138,1
protein-4040,0
protein-8722,1
protein-55807,0
protein-33682,0
protein-63040,1
protein-7787,1
protein-2523,0
protein-20189,0
protein-40332,0
protein-19102,0
protein-47899,0
protein-33231,0
protein-10637,1
protein-54380,1
protein-49825,0
protein-28298,1
protein-16051,1
protein-54148,1
protein-4058,1
protein-36781,0
protein-12891,1
protein-2196,0
protein-51262,0
protein-48542,1
protein-62351,0
protein-14110,0
protein-57325,1
protein-43800,0
protein-42467,1
protein-32326,0
protein-16225,0
protein-41357,0
protein-35972,0
protein-23823,1
protein-60660,0
protein-7202,1
protein-14889,0
protein-11862,1
protein-21931,1
protein-57162,1
protein-55005,0
protein-16435,0
protein-12415,1
protein-23274,0
protein-30911,0
protein-30292,1
protein-38421,1
protein-20794,0
protein-18127,0
protein-12274,1
protein-43708,0
protein-14496,0
protein-39271,1
protein-20748,1
protein-63680,0
protein-30902,0
protein-19809,0
protein-24495,0
protein-63170,1
protein-52540,1
protein-47132,0
protein-35418,0
protein-53431,1
protein-33095,0
protein-42129,1
protein-21740,0
protein-1220,0
protein-29134,0
protein-145,0
protein-8742,1
protein-57208,1
protein-8197,1
protein-43019,0
protein-986,0
protein-3703,0
protein-41667,1
protein-50766,1
protein-25727,1
protein-21478,1
protein-9646,0
protein-49303,0
protein-29184,1
protein-56340,1
protein-21122,1
protein-32965,0
protein-55096,0
protein-19517,0
protein-38359,1
protein-30200,0
protein-4213,0
protein-46350,1
protein-4520,0
protein-39737,0
protein-62361,0
protein-59465,0
protein-46735,1
protein-60627,0
protein-5778,0
protein-60686,1
protein-29116,0
protein-10035,0
protein-33812,0
protein-1166,0
protein-36972,0
protein-60957,1
protein-45859,1
protein-16340,0
protein-25788,1
protein-9351,0
protein-44825,1
protein-7226,1
protein-21091,1
protein-19313,0
protein-24554,1
protein-38201,1
protein-56967,1
protein-37975,0
protein-30728,0
protein-63003,1
protein-33968,0
protein-32045,0
protein-5116,0
protein-60219,0
protein-41769,1
protein-56938,1
protein-27230,1
protein-4886,0
protein-28439,1
protein-54830,1
protein-55089,0
protein-60050,0
protein-62194,1
protein-23688,0
protein-9827,0
protein-20738,1
protein-50300,1
protein-57075,1
protein-6528,1
protein-27846,1
protein-25394,1
protein-61047,1
protein-26052,1
protein-45504,1
protein-59700,1
protein-37374,1
